player_id,season_year,side,bf,hr_vs,bb_vs,k_vs,h_nothr_vs,Control_side,pBABIP_side,HRA_side,Stuff_side,stamina
30286,2101,R,393,0.030534351145038167,0.0916030534351145,0.17048346055979643,0.22137404580152673,43,43,55,62,38
30590,2101,R,293,0.020477815699658702,0.05802047781569966,0.19112627986348124,0.16382252559726962,47,61,72,77,63
30631,2101,R,361,0.036011080332409975,0.08587257617728532,0.13850415512465375,0.2409972299168975,62,50,48,56,30
30676,2101,R,616,0.03571428571428571,0.06655844155844155,0.16883116883116883,0.2288961038961039,77,63,55,79,64
30747,2101,R,186,0.026881720430107527,0.043010752688172046,0.16666666666666666,0.24731182795698925,58,51,47,60,29
30820,2101,R,107,0.018691588785046728,0.06542056074766354,0.16822429906542055,0.19626168224299065,64,48,61,80,11
30907,2101,R,86,0.03488372093023256,0.05813953488372093,0.26744186046511625,0.19767441860465115,51,61,52,106,11
31165,2101,R,197,0.03553299492385787,0.116751269035533,0.2233502538071066,0.19289340101522842,43,46,48,101,7
31321,2101,R,137,0.0364963503649635,0.043795620437956206,0.30656934306569344,0.17518248175182483,58,57,81,114,12
31326,2101,R,418,0.01674641148325359,0.07416267942583732,0.19617224880382775,0.215311004784689,52,54,84,55,30
31580,2101,R,439,0.04555808656036447,0.07289293849658314,0.21867881548974943,0.19817767653758542,51,61,35,67,54
31723,2101,R,362,0.027624309392265192,0.04696132596685083,0.19613259668508287,0.1850828729281768,66,55,57,62,80
31754,2101,R,444,0.04504504504504504,0.04054054054054054,0.17567567567567569,0.22522522522522523,59,64,46,72,84
31764,2101,R,320,0.03125,0.053125,0.203125,0.209375,59,55,55,58,43
31809,2101,R,116,0.017241379310344827,0.07758620689655173,0.21551724137931033,0.1810344827586207,55,62,47,106,12
31904,2101,R,623,0.04333868378812199,0.0593900481540931,0.16853932584269662,0.21669341894060995,79,50,37,54,61
31963,2101,R,351,0.017094017094017096,0.037037037037037035,0.19658119658119658,0.18518518518518517,70,59,85,63,54
31968,2101,R,276,0.03260869565217391,0.03985507246376811,0.11594202898550725,0.21014492753623187,80,46,70,33,35
32145,2101,R,421,0.019002375296912115,0.09263657957244656,0.18052256532066507,0.21377672209026127,41,52,68,53,61
32341,2101,R,321,0.037383177570093455,0.102803738317757,0.16199376947040497,0.17445482866043613,45,63,54,46,57
32470,2101,R,45,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.24444444444444444,45,50,51,49,60
32485,2101,R,211,0.009478672985781991,0.05687203791469194,0.20853080568720378,0.26066350710900477,60,51,55,27,62
32500,2101,R,369,0.02710027100271003,0.0948509485094851,0.1897018970189702,0.1978319783197832,53,59,48,63,70
32511,2101,R,529,0.02835538752362949,0.052930056710775046,0.23062381852551986,0.1947069943289225,67,59,64,66,62
32548,2101,R,129,0.023255813953488372,0.10852713178294573,0.18604651162790697,0.21705426356589147,49,41,50,68,6
32821,2101,R,297,0.02356902356902357,0.1111111111111111,0.19865319865319866,0.1750841750841751,56,53,50,65,42
32909,2101,R,39,0.05128205128205128,0.23076923076923078,0.07692307692307693,0.15384615384615385,34,54,62,54,55
32954,2101,R,194,0.010309278350515464,0.08762886597938144,0.14948453608247422,0.22164948453608246,52,54,61,73,14
33013,2101,R,438,0.0319634703196347,0.10730593607305935,0.3242009132420091,0.1780821917808219,25,71,62,114,93
33185,2101,R,110,0.03636363636363636,0.05454545454545454,0.2,0.19090909090909092,70,53,49,58,12
33256,2101,R,381,0.028871391076115485,0.10761154855643044,0.14698162729658792,0.2020997375328084,53,33,56,45,60
33350,2101,R,216,0.027777777777777776,0.07407407407407407,0.23148148148148148,0.24537037037037038,55,49,50,47,49
33360,2101,R,251,0.05179282868525897,0.05976095617529881,0.1952191235059761,0.21115537848605578,55,51,48,36,59
33417,2101,R,283,0.03180212014134275,0.09187279151943463,0.1872791519434629,0.20141342756183744,49,55,45,60,56
33431,2101,R,421,0.040380047505938245,0.06175771971496437,0.23515439429928742,0.20665083135391923,62,55,49,57,80
33571,2101,R,217,0.02304147465437788,0.07373271889400922,0.1889400921658986,0.17050691244239632,79,57,60,55,82
33785,2101,R,130,0.03076923076923077,0.07692307692307693,0.3,0.18461538461538463,58,56,70,113,15
33816,2101,R,355,0.03380281690140845,0.08732394366197183,0.15774647887323945,0.2140845070422535,48,53,61,71,59
33831,2101,R,208,0.019230769230769232,0.08173076923076923,0.1778846153846154,0.21634615384615385,52,43,47,74,31
33845,2101,R,165,0.024242424242424242,0.07878787878787878,0.17575757575757575,0.21212121212121213,53,52,49,64,55
33944,2101,R,64,0.0,0.0625,0.21875,0.1875,37,57,54,74,18
33980,2101,R,133,0.015037593984962405,0.09022556390977443,0.19548872180451127,0.21804511278195488,50,56,68,64,12
34003,2101,R,121,0.03305785123966942,0.049586776859504134,0.19008264462809918,0.2396694214876033,38,45,58,85,11
34252,2101,R,448,0.03571428571428571,0.04017857142857143,0.265625,0.20089285714285715,54,67,50,90,62
34372,2101,R,121,0.024793388429752067,0.05785123966942149,0.1322314049586777,0.2396694214876033,57,52,55,57,1
34448,2101,R,473,0.035940803382663845,0.080338266384778,0.14587737843551796,0.226215644820296,61,50,63,31,80
34522,2101,R,418,0.023923444976076555,0.045454545454545456,0.20813397129186603,0.18660287081339713,54,48,63,54,42
34588,2101,R,261,0.05747126436781609,0.06130268199233716,0.19157088122605365,0.21839080459770116,50,62,30,58,39
34726,2101,R,677,0.03840472673559823,0.0620384047267356,0.16100443131462333,0.21861152141802068,48,57,56,52,61
35016,2101,R,153,0.013071895424836602,0.1111111111111111,0.17647058823529413,0.20261437908496732,37,56,63,56,57
35103,2101,R,82,0.024390243902439025,0.036585365853658534,0.17073170731707318,0.23170731707317074,63,57,32,66,2
35188,2101,R,163,0.024539877300613498,0.10429447852760736,0.22085889570552147,0.1656441717791411,38,51,61,71,30
35269,2101,R,171,0.03508771929824561,0.05263157894736842,0.19298245614035087,0.1871345029239766,56,44,45,74,55
35385,2101,R,224,0.026785714285714284,0.05803571428571429,0.25,0.19642857142857142,43,54,73,49,57
35531,2101,R,126,0.05555555555555555,0.06349206349206349,0.2698412698412698,0.19047619047619047,58,58,28,82,13
35552,2101,R,129,0.007751937984496124,0.07751937984496124,0.2713178294573643,0.24031007751937986,49,68,56,102,17
35653,2101,R,116,0.02586206896551724,0.02586206896551724,0.19827586206896552,0.1896551724137931,86,66,59,40,40
35845,2101,R,109,0.06422018348623854,0.08256880733944955,0.1926605504587156,0.2018348623853211,32,67,39,94,10
35910,2101,R,347,0.0345821325648415,0.06340057636887608,0.21902017291066284,0.207492795389049,44,56,53,78,63
35922,2101,R,272,0.014705882352941176,0.0661764705882353,0.16544117647058823,0.17647058823529413,55,50,58,66,55
36426,2101,R,495,0.020202020202020204,0.07272727272727272,0.17575757575757575,0.2202020202020202,53,62,85,57,63
36523,2101,R,186,0.03225806451612903,0.07526881720430108,0.1881720430107527,0.20430107526881722,51,64,80,61,36
36544,2101,R,161,0.018633540372670808,0.09316770186335403,0.2484472049689441,0.18012422360248448,54,41,49,71,11
36554,2101,R,109,0.027522935779816515,0.07339449541284404,0.1834862385321101,0.29357798165137616,44,52,44,67,72
36558,2101,R,174,0.017241379310344827,0.05747126436781609,0.15517241379310345,0.22988505747126436,47,43,55,49,48
36610,2101,R,200,0.035,0.085,0.235,0.21,42,48,68,61,20
36697,2101,R,387,0.028423772609819122,0.06201550387596899,0.17829457364341086,0.24031007751937986,47,58,65,56,56
36727,2101,R,209,0.05263157894736842,0.07177033492822966,0.1674641148325359,0.215311004784689,49,53,66,50,31
36728,2101,R,155,0.025806451612903226,0.1032258064516129,0.2129032258064516,0.1870967741935484,56,55,53,74,52
36749,2101,R,400,0.04,0.0425,0.22,0.2275,79,67,52,88,63
36751,2101,R,394,0.04314720812182741,0.08121827411167512,0.2131979695431472,0.17766497461928935,64,51,48,84,38
36846,2101,R,677,0.03249630723781388,0.04874446085672083,0.18168389955686853,0.22156573116691286,84,75,75,68,31
36870,2101,R,138,0.021739130434782608,0.028985507246376812,0.2608695652173913,0.18115942028985507,60,60,34,84,30
36878,2101,R,153,0.0392156862745098,0.1111111111111111,0.1503267973856209,0.1895424836601307,35,36,55,72,21
36943,2101,R,158,0.006329113924050633,0.13924050632911392,0.25316455696202533,0.17088607594936708,36,58,51,103,14
37007,2101,R,359,0.033426183844011144,0.052924791086350974,0.21448467966573817,0.20891364902506965,76,65,62,60,40
37032,2101,R,173,0.03468208092485549,0.06358381502890173,0.2138728323699422,0.21965317919075145,43,55,47,64,9
37078,2101,R,221,0.03619909502262444,0.10407239819004525,0.27149321266968324,0.19909502262443438,57,62,50,59,28
37080,2101,R,495,0.04040404040404041,0.06666666666666667,0.15757575757575756,0.20606060606060606,48,58,76,37,57
37193,2101,R,319,0.0219435736677116,0.07210031347962383,0.1724137931034483,0.20689655172413793,45,52,60,73,33
37282,2101,R,364,0.016483516483516484,0.07142857142857142,0.14285714285714285,0.23351648351648352,72,69,62,50,43
37349,2101,R,124,0.016129032258064516,0.12096774193548387,0.18548387096774194,0.20161290322580644,46,56,60,89,30
37472,2101,R,98,0.01020408163265306,0.04081632653061224,0.1836734693877551,0.25510204081632654,78,55,44,51,60
37609,2101,R,516,0.011627906976744186,0.06395348837209303,0.26744186046511625,0.2248062015503876,71,85,97,91,77
37620,2101,R,430,0.020930232558139535,0.05116279069767442,0.1813953488372093,0.1930232558139535,82,76,91,60,61
37728,2101,R,473,0.02536997885835095,0.07188160676532769,0.18181818181818182,0.20718816067653276,47,64,56,46,71
37785,2101,R,240,0.025,0.0625,0.20833333333333334,0.2375,56,45,72,48,22
37853,2101,R,187,0.016042780748663103,0.0427807486631016,0.13368983957219252,0.17647058823529413,51,48,66,36,25
37967,2101,R,420,0.03571428571428571,0.08095238095238096,0.1619047619047619,0.19047619047619047,75,59,64,35,63
38104,2101,R,247,0.048582995951417005,0.08906882591093117,0.145748987854251,0.21052631578947367,49,46,61,44,75
38147,2101,R,167,0.03592814371257485,0.07784431137724551,0.20359281437125748,0.20359281437125748,48,47,53,74,20
38161,2101,R,370,0.04054054054054054,0.07297297297297298,0.14324324324324325,0.22162162162162163,54,51,74,35,39
38269,2101,R,413,0.01694915254237288,0.07990314769975787,0.18159806295399517,0.23002421307506055,52,54,77,46,61
38335,2101,R,188,0.02127659574468085,0.11702127659574468,0.1702127659574468,0.23404255319148937,37,59,42,47,21
38342,2101,R,250,0.056,0.056,0.248,0.156,75,52,44,103,24
38348,2101,R,90,0.022222222222222223,0.1111111111111111,0.2,0.24444444444444444,32,54,63,81,12
38359,2101,R,141,0.0,0.02127659574468085,0.1702127659574468,0.28368794326241137,50,57,62,53,8
38363,2101,R,321,0.03115264797507788,0.0529595015576324,0.17757009345794392,0.2523364485981308,69,43,38,48,56
38377,2101,R,197,0.01015228426395939,0.08629441624365482,0.19289340101522842,0.20304568527918782,71,87,96,79,13
38483,2101,R,411,0.0340632603406326,0.0705596107055961,0.14841849148418493,0.21654501216545013,60,55,69,44,56
38512,2101,R,164,0.018292682926829267,0.06707317073170732,0.2621951219512195,0.2073170731707317,68,61,76,78,55
38611,2101,R,156,0.02564102564102564,0.0641025641025641,0.24358974358974358,0.1858974358974359,54,51,41,96,21
38640,2101,R,480,0.0375,0.08958333333333333,0.09791666666666667,0.23333333333333334,46,56,47,69,6
38674,2101,R,342,0.06140350877192982,0.029239766081871343,0.11403508771929824,0.21052631578947367,74,36,45,37,61
38795,2101,R,184,0.03804347826086957,0.09782608695652174,0.19021739130434784,0.22826086956521738,51,58,62,69,77
38807,2101,R,79,0.05063291139240506,0.05063291139240506,0.189873417721519,0.1518987341772152,57,50,66,43,60
38836,2101,R,366,0.02185792349726776,0.09016393442622951,0.19398907103825136,0.21311475409836064,50,62,62,61,18
38846,2101,R,149,0.0,0.11409395973154363,0.1476510067114094,0.26174496644295303,58,65,45,59,23
38852,2101,R,626,0.04472843450479233,0.06070287539936102,0.16293929712460065,0.20607028753993611,69,57,63,50,55
38866,2101,R,202,0.01485148514851485,0.08415841584158416,0.16336633663366337,0.23267326732673269,55,36,65,64,36
38898,2101,R,431,0.02320185614849188,0.06960556844547564,0.21345707656612528,0.18793503480278423,47,65,73,77,58
38901,2101,R,247,0.044534412955465584,0.06072874493927125,0.21862348178137653,0.1862348178137652,48,61,41,78,50
38934,2101,R,402,0.0472636815920398,0.06467661691542288,0.1517412935323383,0.19900497512437812,48,48,41,37,54
38955,2101,R,218,0.01834862385321101,0.04128440366972477,0.18807339449541285,0.2018348623853211,52,61,73,79,56
38979,2101,R,58,0.0,0.05172413793103448,0.2413793103448276,0.2413793103448276,46,45,53,50,59
38987,2101,R,404,0.01485148514851485,0.08168316831683169,0.1905940594059406,0.2301980198019802,43,45,63,56,54
38988,2101,R,441,0.027210884353741496,0.061224489795918366,0.19047619047619047,0.19047619047619047,55,56,67,72,65
39003,2101,R,259,0.02702702702702703,0.09266409266409266,0.1891891891891892,0.2277992277992278,56,47,52,83,30
39019,2101,R,144,0.027777777777777776,0.0625,0.1736111111111111,0.22916666666666666,33,52,69,52,8
39199,2101,R,219,0.0228310502283105,0.0776255707762557,0.1963470319634703,0.2100456621004566,49,57,72,60,38
39238,2101,R,366,0.03278688524590164,0.05191256830601093,0.21584699453551912,0.20491803278688525,54,57,55,49,28
39261,2101,R,255,0.0392156862745098,0.07058823529411765,0.1568627450980392,0.23921568627450981,70,50,48,69,23
39300,2101,R,699,0.030042918454935622,0.06151645207439199,0.1402002861230329,0.2503576537911302,47,80,79,37,55
39399,2101,R,44,0.0,0.13636363636363635,0.25,0.20454545454545456,37,56,89,43,18
39745,2101,R,399,0.03007518796992481,0.08270676691729323,0.18045112781954886,0.18295739348370926,54,55,80,47,49
39950,2101,R,614,0.04234527687296417,0.08143322475570032,0.17263843648208468,0.2296416938110749,48,58,51,48,54
40434,2101,R,248,0.04032258064516129,0.03225806451612903,0.15725806451612903,0.23790322580645162,63,61,60,69,16
40533,2101,R,440,0.04318181818181818,0.07272727272727272,0.18863636363636363,0.2159090909090909,71,53,39,62,55
40592,2101,R,321,0.03426791277258567,0.06542056074766354,0.13707165109034267,0.24922118380062305,58,48,43,40,58
40606,2101,R,59,0.01694915254237288,0.0847457627118644,0.1864406779661017,0.11864406779661017,69,53,63,64,3
40636,2101,R,198,0.050505050505050504,0.09090909090909091,0.16161616161616163,0.22727272727272727,48,37,48,42,31
40695,2101,R,69,0.043478260869565216,0.057971014492753624,0.2318840579710145,0.2318840579710145,50,51,41,48,50
40838,2101,R,40,0.1,0.1,0.125,0.175,35,45,36,36,65
41194,2101,R,363,0.03856749311294766,0.08539944903581267,0.12121212121212122,0.22865013774104684,51,45,46,39,33
41297,2101,R,229,0.05240174672489083,0.10043668122270742,0.17467248908296942,0.20087336244541484,58,60,32,98,27
41324,2101,R,56,0.017857142857142856,0.08928571428571429,0.23214285714285715,0.21428571428571427,42,62,64,101,12
41548,2101,R,444,0.015765765765765764,0.09684684684684684,0.18243243243243243,0.22297297297297297,35,58,46,54,66
41559,2101,R,36,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1388888888888889,37,52,50,84,13
41578,2101,R,258,0.01937984496124031,0.11627906976744186,0.14728682170542637,0.1821705426356589,36,52,78,62,15
41697,2101,R,592,0.03547297297297297,0.0777027027027027,0.13006756756756757,0.22297297297297297,61,52,62,33,67
41717,2101,R,92,0.03260869565217391,0.05434782608695652,0.2717391304347826,0.16304347826086957,55,57,42,88,13
41771,2101,R,193,0.025906735751295335,0.04145077720207254,0.20725388601036268,0.18134715025906736,52,54,60,48,13
41966,2101,R,289,0.02768166089965398,0.08996539792387544,0.1972318339100346,0.2560553633217993,45,51,51,37,53
42001,2101,R,55,0.01818181818181818,0.03636363636363636,0.16363636363636364,0.2909090909090909,50,53,42,48,60
42013,2101,R,332,0.04819277108433735,0.07228915662650602,0.1746987951807229,0.20180722891566266,56,42,57,48,67
42124,2101,R,94,0.0,0.07446808510638298,0.19148936170212766,0.26595744680851063,89,64,89,67,32
42158,2101,R,212,0.02358490566037736,0.0660377358490566,0.23113207547169812,0.24056603773584906,51,48,56,82,16
42177,2101,R,380,0.034210526315789476,0.08157894736842106,0.15789473684210525,0.2236842105263158,40,51,49,46,65
42206,2101,R,614,0.02280130293159609,0.06677524429967427,0.16612377850162866,0.2003257328990228,68,67,78,68,59
42251,2101,R,127,0.031496062992125984,0.06299212598425197,0.2047244094488189,0.23622047244094488,62,59,55,59,13
42293,2101,R,214,0.028037383177570093,0.0794392523364486,0.22897196261682243,0.17757009345794392,34,53,48,102,9
42318,2101,R,59,0.06779661016949153,0.0847457627118644,0.11864406779661017,0.1864406779661017,65,55,42,58,12
42322,2101,R,167,0.03592814371257485,0.07784431137724551,0.23952095808383234,0.16766467065868262,73,60,48,101,28
42326,2101,R,145,0.013793103448275862,0.08275862068965517,0.2482758620689655,0.20689655172413793,65,60,79,99,11
42423,2101,R,607,0.051070840197693576,0.07084019769357495,0.22405271828665568,0.19439868204283361,71,53,41,70,36
42470,2101,R,510,0.013725490196078431,0.0784313725490196,0.1843137254901961,0.21568627450980393,55,55,57,51,57
42519,2101,R,244,0.02459016393442623,0.08196721311475409,0.1762295081967213,0.22950819672131148,42,56,65,63,88
42575,2101,R,343,0.01749271137026239,0.06705539358600583,0.15160349854227406,0.18950437317784258,65,56,52,41,65
42599,2101,R,32,0.0,0.25,0.15625,0.15625,37,49,65,99,22
42610,2101,R,321,0.04672897196261682,0.06230529595015576,0.16822429906542055,0.2087227414330218,51,64,49,68,30
42631,2101,R,208,0.02403846153846154,0.08653846153846154,0.2548076923076923,0.14903846153846154,44,62,45,78,66
42667,2101,R,361,0.030470914127423823,0.08310249307479224,0.13573407202216067,0.23822714681440443,48,53,53,57,44
42671,2101,R,37,0.02702702702702703,0.10810810810810811,0.13513513513513514,0.13513513513513514,51,45,75,32,52
42705,2101,R,321,0.03115264797507788,0.09034267912772585,0.19003115264797507,0.20249221183800623,47,56,47,51,61
42724,2101,R,142,0.04225352112676056,0.13380281690140844,0.1267605633802817,0.2535211267605634,39,54,58,89,1
42746,2101,R,198,0.03535353535353535,0.0707070707070707,0.20707070707070707,0.19696969696969696,93,64,55,78,8
42771,2101,R,184,0.021739130434782608,0.09239130434782608,0.125,0.1956521739130435,44,51,56,41,15
42846,2101,R,72,0.041666666666666664,0.09722222222222222,0.20833333333333334,0.18055555555555555,30,52,38,76,12
42863,2101,R,359,0.03064066852367688,0.04456824512534819,0.18384401114206128,0.20891364902506965,85,55,59,52,71
42930,2101,R,549,0.03460837887067395,0.11475409836065574,0.16029143897996356,0.1930783242258652,32,64,69,67,55
43107,2101,R,335,0.029850746268656716,0.08955223880597014,0.191044776119403,0.22686567164179106,45,63,45,58,55
43181,2101,R,471,0.01910828025477707,0.05307855626326964,0.16985138004246284,0.2356687898089172,66,77,79,67,44
43256,2101,R,130,0.015384615384615385,0.05384615384615385,0.23076923076923078,0.2153846153846154,56,52,45,93,8
43269,2101,R,352,0.028409090909090908,0.07670454545454546,0.1534090909090909,0.21875,54,58,82,43,50
43311,2101,R,340,0.023529411764705882,0.08529411764705883,0.17058823529411765,0.1676470588235294,47,56,51,39,49
43319,2101,R,61,0.01639344262295082,0.06557377049180328,0.26229508196721313,0.2786885245901639,42,57,59,62,7
43325,2101,R,296,0.04054054054054054,0.06756756756756757,0.22297297297297297,0.19932432432432431,75,70,82,85,29
43544,2101,R,385,0.03116883116883117,0.08311688311688312,0.19220779220779222,0.21298701298701297,43,53,55,82,50
43566,2101,R,108,0.027777777777777776,0.046296296296296294,0.16666666666666666,0.24074074074074073,43,56,74,32,55
43658,2101,R,277,0.010830324909747292,0.061371841155234655,0.1624548736462094,0.23465703971119134,59,53,68,49,56
43810,2101,R,153,0.0457516339869281,0.032679738562091505,0.26143790849673204,0.20915032679738563,71,54,37,103,10
44071,2101,R,194,0.02577319587628866,0.04639175257731959,0.1958762886597938,0.20618556701030927,64,55,83,35,35
44204,2101,R,263,0.022813688212927757,0.12547528517110265,0.16730038022813687,0.24334600760456274,42,54,55,80,60
44330,2101,R,329,0.0243161094224924,0.0668693009118541,0.1519756838905775,0.23100303951367782,73,50,65,36,33
44429,2101,R,326,0.03987730061349693,0.06748466257668712,0.19325153374233128,0.25153374233128833,38,45,44,62,39
44550,2101,R,123,0.04878048780487805,0.032520325203252036,0.17073170731707318,0.21951219512195122,67,56,48,46,21
44767,2101,R,307,0.03908794788273615,0.0749185667752443,0.15960912052117263,0.21172638436482086,54,56,60,58,54
44772,2101,R,39,0.0,0.05128205128205128,0.15384615384615385,0.2564102564102564,46,54,52,58,30
44789,2101,R,304,0.029605263157894735,0.10526315789473684,0.20065789473684212,0.19407894736842105,44,57,45,66,64
44812,2101,R,284,0.02464788732394366,0.045774647887323945,0.22887323943661972,0.18309859154929578,74,61,66,73,60
44826,2101,R,64,0.046875,0.0625,0.21875,0.1875,45,43,46,49,47
44913,2101,R,359,0.03064066852367688,0.036211699164345405,0.2116991643454039,0.22562674094707522,84,54,50,43,42
44932,2101,R,418,0.0430622009569378,0.0645933014354067,0.14832535885167464,0.19138755980861244,55,56,62,39,56
44998,2101,R,183,0.00546448087431694,0.04371584699453552,0.08743169398907104,0.22950819672131148,79,51,77,31,29
45107,2101,R,217,0.041474654377880185,0.06912442396313365,0.17511520737327188,0.24423963133640553,48,66,59,62,54
45113,2101,R,767,0.024771838331160364,0.0560625814863103,0.2438070404172099,0.19035202086049544,72,75,79,89,63
45151,2101,R,130,0.015384615384615385,0.09230769230769231,0.26153846153846155,0.16923076923076924,24,59,78,106,18
45202,2101,R,337,0.02967359050445104,0.06528189910979229,0.21068249258160238,0.20771513353115728,43,69,68,80,58
