player_id,g,gs,is_starter,stamina,fst,snk,cutt,crv,sld,chg,splt,frk,circhg,scr,kncrv,knbl,Cfram,Cabil,Carm,OFrange,OFarm,OFerror,IFrange,IFerror,IFarm,turnDP,season_year
30907,37,0,False,11,104,0,0,0,0,0,0,0,0,0,101,0,4,1,3,23,10,30,23,16,36,4,2101
31165,90,0,False,7,103,0,0,0,0,0,101,0,0,0,0,0,2,1,4,23,15,9,17,11,41,20,2101
31321,28,0,False,12,103,104,20,0,0,0,0,0,0,0,0,0,5,2,3,51,46,45,21,19,51,20,2101
31321,32,0,False,12,103,104,20,0,0,0,0,0,0,0,0,0,5,2,3,51,46,45,21,19,51,20,2101
31326,33,33,True,30,0,70,0,40,61,29,50,0,0,0,0,0,4,1,1,23,14,12,19,9,50,10,2101
31580,35,35,True,54,100,0,0,21,0,72,0,55,0,0,38,0,5,3,2,11,22,8,16,22,53,7,2101
31723,34,19,True,80,70,0,0,0,66,35,0,0,0,0,0,0,4,2,2,10,9,37,11,12,55,2,2101
31754,33,33,True,84,84,0,0,84,63,43,0,0,0,0,87,0,4,5,3,6,30,16,34,17,44,12,2101
31764,32,28,True,43,67,0,70,0,17,76,0,30,0,0,0,0,12,16,12,45,42,51,15,10,51,5,2101
31809,39,0,False,12,0,0,96,0,102,0,0,0,0,0,0,0,1,4,2,13,16,24,23,13,59,2,2101
31809,21,0,False,12,0,0,96,0,102,0,0,0,0,0,0,0,1,4,2,13,16,24,23,13,59,2,2101
31904,33,33,True,61,74,0,0,64,69,74,38,0,0,0,0,0,1,1,1,8,14,10,23,18,34,3,2101
31963,26,26,True,54,43,31,87,0,0,97,0,0,0,0,0,0,1,3,1,4,9,8,25,19,54,4,2101
31968,33,21,True,35,33,50,0,46,0,37,0,0,0,0,0,0,1,5,1,8,20,13,21,13,60,25,2101
32145,32,32,True,61,57,68,0,0,14,0,0,0,0,0,0,0,1,1,1,16,12,2,18,34,53,8,2101
32341,39,16,False,57,56,23,0,0,51,77,0,0,0,0,0,0,1,1,5,50,52,47,23,13,54,17,2101
32485,42,7,False,62,25,33,0,0,27,34,31,0,0,0,0,0,4,2,2,12,19,16,19,22,50,7,2101
32500,28,28,True,70,0,0,95,11,78,78,0,0,0,0,0,0,1,1,2,20,28,16,28,20,37,10,2101
32511,32,32,True,62,73,76,50,37,0,50,0,0,0,0,0,0,2,2,2,28,13,16,19,18,39,17,2101
32548,41,0,False,6,98,0,0,0,0,79,0,0,0,0,0,0,2,3,4,43,15,27,30,10,59,4,2101
32821,80,0,False,42,82,0,0,87,24,32,0,0,0,28,0,0,1,1,2,14,10,10,15,8,38,4,2101
32909,10,0,False,55,65,0,0,28,0,74,67,0,0,0,48,0,4,1,4,2,19,15,23,15,45,5,2101
32954,59,7,False,14,95,0,0,90,0,0,0,0,0,0,0,0,2,4,2,47,9,10,18,16,48,3,2101
33013,36,36,True,93,101,0,0,55,105,38,108,0,0,0,0,0,3,4,4,14,12,8,23,8,58,7,2101
33185,45,0,False,12,101,0,0,35,0,0,0,0,0,0,0,0,2,4,3,27,29,17,30,6,60,5,2101
33256,54,24,False,60,0,0,54,26,0,43,73,0,0,0,0,0,1,1,4,18,18,21,12,4,53,3,2101
33350,71,0,False,49,65,48,0,37,0,0,0,0,0,0,0,0,4,1,2,17,25,29,24,15,59,35,2101
33360,56,0,False,59,0,22,0,71,0,36,55,0,0,0,0,0,5,5,4,25,11,25,34,26,77,8,2101
33417,55,5,False,56,74,47,0,0,20,39,0,0,0,0,0,0,1,3,1,3,7,7,19,15,42,3,2101
33431,29,29,True,80,47,62,0,62,65,32,0,0,0,0,0,0,4,1,4,12,37,10,15,15,45,4,2101
33571,30,9,False,82,59,66,0,0,68,48,0,0,0,0,0,0,2,2,1,6,11,10,17,40,46,2,2101
33785,69,0,False,15,0,0,107,0,101,0,0,0,0,0,0,0,2,1,4,22,19,4,22,36,28,7,2101
33816,32,32,True,59,84,0,89,0,0,47,0,0,27,0,0,0,4,2,3,17,5,21,23,19,58,40,2101
33831,61,0,False,31,81,81,0,84,0,75,0,0,0,0,0,0,1,1,4,25,31,46,15,9,37,4,2101
33845,63,0,False,55,63,31,64,0,46,0,0,0,0,0,0,0,2,1,1,57,20,39,16,18,39,11,2101
33944,26,0,False,18,77,49,63,0,0,0,0,0,0,0,0,0,4,4,2,13,21,33,20,20,58,18,2101
33980,51,0,False,12,63,53,46,3,26,0,0,0,0,0,0,0,1,1,2,31,8,24,19,22,44,16,2101
34003,62,0,False,11,0,0,101,0,73,0,0,0,0,0,0,0,1,4,1,14,9,41,27,11,53,11,2101
34252,33,33,True,62,85,63,68,0,54,59,0,0,0,0,0,0,3,3,4,7,9,19,16,22,65,9,2101
34372,66,0,False,1,0,0,101,0,0,48,0,0,0,0,0,0,2,1,1,40,53,14,19,22,53,13,2101
34448,24,24,True,80,43,41,0,0,19,50,0,0,0,0,0,0,5,5,3,14,5,27,20,23,73,4,2101
34522,33,33,True,42,60,54,68,0,0,39,0,0,0,0,0,0,5,4,1,26,50,14,21,8,40,7,2101
34588,53,0,False,39,90,32,0,50,0,0,0,0,0,0,0,0,1,3,3,9,29,19,20,23,52,8,2101
34726,34,34,True,61,10,67,92,0,0,31,0,0,0,0,0,0,4,4,5,9,16,20,17,34,54,4,2101
35016,43,0,False,57,58,48,53,0,0,0,0,0,0,0,0,0,4,1,1,4,47,6,26,16,42,15,2101
35103,48,0,False,2,104,0,0,44,0,0,0,0,0,0,0,0,3,1,2,10,52,20,12,24,42,10,2101
35188,40,0,False,30,78,25,80,0,0,0,0,0,0,0,0,0,2,3,2,50,61,9,23,17,55,17,2101
35269,41,0,False,55,87,76,0,0,85,27,84,0,0,0,0,0,5,2,1,10,12,11,10,34,55,4,2101
35385,17,17,True,57,58,75,42,7,0,0,0,0,0,0,0,0,1,2,1,28,19,13,14,17,45,11,2101
35531,43,0,False,13,104,0,0,0,37,0,0,0,0,0,0,0,2,4,4,35,20,15,15,8,51,10,2101
35552,42,0,False,17,102,0,0,0,91,0,0,0,0,0,0,0,13,8,7,40,37,61,21,29,49,26,2101
35653,12,12,True,40,59,29,0,0,0,0,59,0,0,0,0,0,4,2,1,31,28,6,20,11,53,5,2101
35845,34,0,False,10,103,0,0,0,49,0,0,0,0,0,0,0,2,2,2,28,14,8,19,21,49,15,2101
35910,33,33,True,63,73,0,85,48,90,48,83,0,0,0,0,0,2,3,1,10,21,17,13,16,47,7,2101
35922,81,0,False,55,81,69,34,0,0,0,0,0,28,25,0,0,1,3,4,21,21,8,31,8,51,7,2101
36426,35,35,True,63,81,25,0,0,92,0,0,27,0,0,0,0,1,2,1,30,14,6,22,19,50,8,2101
36523,14,0,False,36,100,37,0,0,0,0,0,0,0,0,0,0,1,3,4,6,30,10,20,20,65,14,2101
36523,32,0,False,36,100,37,0,0,0,0,0,0,0,0,0,0,1,3,4,6,30,10,20,20,65,14,2101
36544,71,0,False,11,0,0,95,89,0,0,0,0,0,0,0,0,1,2,1,21,16,9,21,9,53,9,2101
36554,21,0,False,72,73,0,0,0,51,0,86,0,0,0,0,0,4,2,4,16,6,9,26,13,45,6,2101
36558,15,15,True,48,81,18,0,19,0,57,47,0,0,0,0,0,4,1,2,10,8,21,18,19,52,8,2101
36610,77,0,False,20,101,0,0,47,0,0,0,0,0,0,0,0,4,2,1,21,33,10,17,24,45,6,2101
36697,32,32,True,56,77,59,0,75,0,48,0,0,0,0,0,0,1,5,1,7,8,42,17,26,51,7,2101
36727,29,0,False,31,63,27,0,84,24,0,0,0,0,0,0,0,4,1,4,39,43,44,26,23,49,3,2101
36728,22,12,True,52,0,83,90,59,18,39,0,0,0,0,0,0,5,2,5,41,18,17,21,31,52,17,2101
36749,22,22,True,63,101,75,0,56,0,0,0,0,0,0,97,0,1,2,2,14,17,13,22,27,51,26,2101
36749,11,11,True,63,101,75,0,56,0,0,0,0,0,0,97,0,1,2,2,14,17,13,22,27,51,26,2101
36751,24,24,True,38,0,0,95,98,72,80,34,0,0,0,86,0,3,1,2,16,9,13,21,8,34,3,2101
36846,37,37,True,31,66,75,91,0,0,90,0,0,0,0,0,0,4,3,4,10,18,6,14,25,48,4,2101
36870,32,0,False,30,90,27,90,0,0,0,0,0,0,0,0,0,1,1,1,17,18,30,10,10,53,6,2101
36878,28,0,False,21,92,76,0,0,0,0,0,0,0,0,0,0,1,4,4,28,10,19,23,17,44,4,2101
36943,80,0,False,14,103,0,73,0,97,0,0,0,0,0,0,0,1,4,2,6,10,11,21,25,64,8,2101
37007,33,33,True,40,92,44,55,0,0,27,0,0,0,0,0,0,4,2,5,17,13,9,32,17,60,6,2101
37032,63,17,False,9,75,47,65,0,0,0,0,0,0,0,0,0,2,4,1,22,28,6,12,23,25,10,2101
37078,87,0,False,28,61,68,0,0,17,0,0,15,0,0,0,0,4,1,2,4,25,20,25,15,59,39,2101
37080,37,36,True,57,0,49,0,58,50,27,0,0,0,0,0,0,2,1,1,6,20,40,22,22,38,6,2101
37193,49,15,False,33,31,0,0,0,0,75,102,0,0,0,0,0,1,1,2,5,41,18,16,19,57,11,2101
37282,31,31,True,43,0,64,0,81,0,33,78,0,0,0,0,0,4,1,3,10,6,11,13,12,56,30,2101
37349,50,0,False,30,102,0,0,0,85,0,0,0,0,0,0,0,3,2,2,9,16,29,33,25,79,33,2101
37609,34,34,True,77,94,101,0,32,90,42,0,0,0,0,0,0,1,1,1,10,21,10,30,14,76,18,2101
37620,34,34,True,61,74,72,0,0,67,33,0,0,0,0,0,0,4,3,4,16,32,15,17,19,54,8,2101
37728,33,33,True,71,75,0,0,0,48,78,0,0,0,0,0,0,4,4,1,5,29,9,36,6,60,28,2101
37785,16,0,False,22,71,32,0,0,59,28,0,0,0,0,0,0,4,1,1,41,14,9,19,35,68,3,2101
37785,45,0,False,22,71,32,0,0,59,28,0,0,0,0,0,0,4,1,1,41,14,9,19,35,68,3,2101
37853,28,21,True,25,31,0,0,85,37,0,0,0,0,0,0,0,1,1,5,38,31,48,31,19,44,4,2101
37967,32,32,True,63,47,37,37,0,0,57,0,0,0,0,16,0,4,1,1,7,27,20,18,7,51,1,2101
38104,49,25,True,75,63,74,0,0,72,33,0,0,0,0,0,0,5,1,4,12,15,25,19,10,11,3,2101
38147,61,0,False,20,101,0,0,74,0,0,0,0,0,0,0,0,4,3,4,19,1,1,10,25,20,12,2101
38161,41,11,False,39,32,26,0,0,0,44,42,0,0,0,75,0,2,1,5,26,39,21,16,12,55,1,2101
38269,32,32,True,61,0,0,75,35,0,45,53,0,0,0,0,0,2,3,1,15,16,1,15,14,44,8,2101
38335,60,8,False,21,84,0,0,0,36,0,0,0,0,0,0,0,2,1,3,24,25,13,16,13,33,25,2101
38342,64,0,False,24,102,0,0,0,103,0,0,0,0,0,0,0,2,1,4,15,19,48,13,24,41,5,2101
38348,33,0,False,12,103,0,0,79,0,0,0,0,0,0,0,0,4,2,1,12,24,18,13,4,21,5,2101
38359,51,0,False,8,98,0,0,0,0,37,0,0,0,0,0,0,2,4,3,10,22,17,19,12,49,6,2101
38363,55,14,False,56,95,0,0,0,0,63,19,0,0,0,0,0,1,1,4,38,22,11,24,19,66,17,2101
38377,83,0,False,13,0,43,0,0,102,0,0,0,0,0,0,0,4,2,2,18,34,17,17,19,51,11,2101
38483,21,21,True,56,67,38,0,50,0,0,38,50,0,0,0,0,4,1,1,42,14,10,20,14,72,6,2101
38483,12,0,False,56,67,38,0,50,0,0,38,50,0,0,0,0,4,1,1,42,14,10,20,14,72,6,2101
38512,72,0,False,55,84,0,0,0,91,0,0,0,0,0,0,0,5,1,3,26,18,25,21,34,45,10,2101
38611,58,0,False,21,102,0,0,0,0,0,95,0,0,0,0,0,2,3,1,38,24,26,21,19,56,13,2101
38640,37,37,True,6,79,74,81,0,69,53,0,0,0,0,0,0,5,5,6,27,26,8,22,50,54,3,2101
38672,33,0,False,54,0,0,105,0,0,72,0,0,0,0,0,0,1,3,4,26,1,9,14,14,47,6,2101
38674,54,0,False,61,0,48,31,0,48,0,0,0,0,0,0,0,1,5,4,8,24,8,11,6,52,4,2101
38795,11,11,True,77,96,0,0,79,0,66,67,0,0,0,0,0,11,11,7,50,58,48,21,36,61,3,2101
38807,12,1,False,60,54,33,49,0,0,0,0,0,0,0,0,0,1,4,1,21,7,25,22,21,44,9,2101
38836,100,0,False,18,70,57,0,0,0,55,35,48,0,0,0,0,2,4,4,22,23,16,24,29,39,4,2101
38846,48,0,False,23,95,0,0,0,38,0,0,0,0,0,0,0,2,3,5,16,14,19,20,17,40,21,2101
38852,33,33,True,55,28,54,0,0,87,73,0,17,0,0,0,0,2,1,2,17,9,8,20,13,49,3,2101
38866,62,0,False,36,68,0,84,0,0,25,0,0,0,0,0,0,2,1,1,17,17,8,19,7,59,13,2101
38898,31,31,True,58,89,0,0,0,93,60,94,0,0,0,0,0,5,3,2,24,34,43,19,29,62,2,2101
38901,69,10,False,50,95,27,0,0,76,0,0,0,0,0,0,0,1,2,1,24,12,9,29,8,44,12,2101
38934,45,17,False,54,55,0,0,0,0,45,32,0,0,0,0,0,4,3,2,9,15,8,18,24,56,6,2101
38955,60,0,False,56,98,62,0,0,0,0,0,0,0,0,58,0,4,1,2,16,13,37,16,11,42,1,2101
38979,16,0,False,59,77,0,72,43,0,27,0,0,0,0,0,0,63,64,58,14,44,36,20,16,45,9,2101
38987,33,33,True,54,81,0,0,77,80,28,0,0,0,0,0,0,1,1,1,48,24,15,23,12,25,4,2101
38988,36,36,True,65,93,95,0,0,0,45,0,0,0,0,0,0,1,1,3,1,31,29,23,32,56,13,2101
39003,82,0,False,30,98,0,16,0,1,88,0,0,0,0,0,0,2,3,2,8,19,10,21,29,62,15,2101
39019,58,0,False,8,93,0,0,43,0,0,0,0,0,0,0,0,1,3,4,17,10,22,20,21,53,10,2101
39199,83,0,False,38,101,35,0,0,0,37,0,0,0,0,0,0,2,1,2,14,31,21,13,14,39,7,2101
39238,31,31,True,28,0,0,80,94,0,46,23,0,0,0,0,0,2,2,1,18,18,20,27,15,54,18,2101
39261,63,0,False,23,102,0,0,50,0,0,0,0,0,0,0,0,3,2,3,10,23,33,18,6,40,3,2101
39300,33,33,True,55,0,61,0,0,0,30,0,0,0,0,0,77,2,3,4,19,25,14,12,50,20,2,2101
39399,13,0,False,18,80,0,0,36,0,0,0,0,0,0,0,0,5,2,2,14,5,20,21,28,56,7,2101
39745,33,33,True,49,68,63,0,0,0,77,0,0,0,0,0,0,2,1,4,24,7,11,20,24,64,16,2101
39950,32,32,True,54,0,0,69,17,0,70,62,0,0,0,59,0,1,1,2,8,8,4,17,21,62,4,2101
40434,82,0,False,16,102,0,0,0,0,0,42,0,0,0,0,0,3,4,3,10,30,20,23,20,68,4,2101
40533,52,19,False,55,95,0,78,0,11,40,0,0,0,0,0,0,2,4,4,22,18,23,20,19,45,4,2101
40592,86,0,False,58,0,0,66,43,15,0,36,0,0,0,0,0,2,1,2,28,13,8,20,14,58,22,2101
40606,25,0,False,3,103,0,0,32,0,0,0,0,0,0,0,0,5,1,4,7,10,12,16,19,36,1,2101
40636,41,0,False,31,56,32,45,0,0,0,0,0,0,0,0,0,5,1,4,13,8,9,16,15,20,4,2101
40695,27,0,False,50,43,20,69,0,0,0,0,0,0,0,0,0,1,1,4,23,35,24,20,18,52,2,2101
41194,26,18,True,33,77,0,42,29,0,0,0,0,0,0,0,0,1,2,5,6,37,7,30,8,19,3,2101
41297,59,0,False,27,102,0,0,101,84,0,21,0,0,0,0,0,1,4,2,15,27,17,34,12,42,4,2101
41324,20,0,False,12,93,73,95,0,19,0,0,0,0,0,0,0,2,5,1,21,16,20,20,26,44,7,2101
41548,32,32,True,66,68,56,54,0,0,36,0,0,0,0,0,0,2,3,1,16,10,10,21,23,52,27,2101
41559,18,0,False,13,102,0,62,0,0,68,0,0,0,0,0,0,1,5,1,23,16,7,21,17,38,1,2101
41578,72,0,False,15,0,104,0,30,0,0,0,0,0,0,0,0,1,1,2,44,29,19,20,12,34,5,2101
41697,31,31,True,67,42,47,31,0,0,26,0,0,0,0,0,0,1,3,4,10,19,30,22,18,38,4,2101
41717,38,0,False,13,101,0,0,101,0,0,0,0,0,0,0,0,1,1,1,31,14,6,33,16,49,12,2101
41771,69,26,False,13,0,0,67,86,0,0,0,0,0,0,0,0,2,1,5,74,7,8,18,36,44,6,2101
41966,88,0,False,53,48,49,0,0,0,28,0,0,0,0,0,0,1,2,2,36,29,1,21,31,60,18,2101
42013,54,11,False,67,0,0,62,69,68,0,46,0,0,0,0,0,2,1,1,10,29,19,36,27,55,1,2101
42124,41,0,False,32,104,0,0,0,0,38,0,0,0,0,0,0,3,1,2,19,25,15,18,37,47,13,2101
42158,82,0,False,16,0,0,104,83,0,0,0,0,0,0,0,0,5,1,3,5,50,22,32,8,93,5,2101
42177,31,31,True,65,74,57,0,0,0,36,0,0,0,0,0,0,1,4,4,10,59,22,24,6,33,8,2101
42206,30,30,True,59,0,0,86,0,89,52,95,0,0,0,0,0,5,3,5,28,12,9,21,31,70,3,2101
42251,49,0,False,13,0,0,104,0,21,0,0,0,0,0,0,0,4,1,2,14,10,13,15,26,50,26,2101
42293,78,0,False,9,0,0,102,103,0,0,0,0,0,0,0,0,2,1,1,47,13,9,20,25,80,3,2101
42318,19,0,False,12,89,0,0,0,0,0,0,0,63,0,0,0,3,1,2,17,14,17,12,8,40,9,2101
42322,67,0,False,28,0,0,104,0,97,0,0,0,0,0,0,0,1,1,4,18,8,8,20,29,69,1,2101
42326,65,0,False,11,100,57,91,63,74,0,0,0,0,0,0,0,2,4,2,28,3,4,19,16,38,5,2101
42423,32,6,False,36,83,84,55,5,51,0,0,0,0,0,0,0,5,4,1,28,19,11,17,24,59,5,2101
42470,33,11,False,57,80,0,71,0,0,35,18,0,0,0,0,0,2,4,2,21,19,11,43,11,61,5,2101
42519,25,14,True,88,0,0,81,0,81,0,0,0,31,0,0,0,1,4,1,15,28,41,18,11,78,5,2101
42575,33,33,True,65,0,0,92,0,28,0,0,0,48,0,0,0,4,4,2,10,9,8,15,7,33,6,2101
42610,33,25,True,30,71,79,0,43,0,58,0,0,0,21,0,0,2,3,2,7,11,7,18,13,45,10,2101
42631,80,0,False,66,95,0,0,0,87,40,0,0,0,0,0,0,4,1,2,14,15,7,20,24,47,23,2101
42667,22,22,True,44,82,0,0,73,81,34,0,0,0,0,0,0,4,4,2,8,1,12,20,18,63,19,2101
42671,28,0,False,52,50,0,0,0,19,43,0,0,0,0,0,0,2,1,3,13,11,25,25,21,50,3,2101
42705,22,21,True,61,82,0,0,89,19,44,0,0,0,0,0,0,2,5,3,1,26,25,21,11,76,22,2101
42705,13,0,False,61,82,0,0,89,19,44,0,0,0,0,0,0,2,5,3,1,26,25,21,11,76,22,2101
42724,48,0,False,1,95,0,0,0,0,97,0,0,0,0,0,0,3,3,2,34,41,13,12,17,39,1,2101
42746,62,0,False,8,0,0,103,0,0,84,0,0,0,0,0,0,1,4,2,12,23,16,24,23,16,2,2101
42771,79,0,False,15,0,0,49,77,0,0,0,0,0,0,0,0,4,1,5,3,6,24,18,13,29,4,2101
42846,28,0,False,12,100,0,0,91,0,0,0,0,0,0,0,0,4,1,4,20,12,10,14,11,36,25,2101
42863,28,28,True,71,0,0,82,75,75,33,0,0,0,0,0,0,5,3,1,6,8,26,24,33,53,30,2101
42892,47,0,False,34,20,34,0,0,0,0,0,0,0,0,0,0,2,1,2,47,23,18,20,21,62,4,2101
42930,31,31,True,55,76,67,0,83,0,89,0,0,0,0,0,0,4,1,2,16,10,19,15,12,41,4,2101
43107,28,28,True,55,0,0,72,83,72,72,46,0,0,0,65,0,4,1,5,6,22,24,23,6,53,36,2101
43181,35,35,True,44,0,42,0,90,0,83,101,0,0,0,0,0,2,1,1,14,32,7,24,6,27,6,2101
43256,58,0,False,8,86,0,0,101,0,82,0,0,0,0,0,0,1,1,1,8,8,15,19,26,58,15,2101
43269,35,26,True,50,0,0,67,69,0,80,0,0,0,0,0,0,2,3,1,26,22,20,32,15,66,9,2101
43311,24,24,True,49,65,22,50,0,0,25,0,0,0,0,0,0,4,1,4,8,19,8,17,18,42,5,2101
43319,25,0,False,7,73,56,37,62,0,0,0,0,0,0,0,0,4,1,3,4,7,7,14,23,56,6,2101
43325,71,0,False,29,0,0,104,91,0,0,0,0,0,0,0,0,2,1,5,9,15,15,17,28,63,4,2101
43544,33,33,True,50,96,0,0,0,0,75,0,0,0,0,92,0,1,2,1,15,13,8,21,25,47,26,2101
43566,16,3,False,55,0,0,0,0,35,43,0,0,53,0,0,54,2,5,4,10,17,10,14,6,33,4,2101
43658,22,22,True,56,73,20,53,0,50,36,0,0,0,0,0,0,1,1,5,7,17,26,12,3,36,22,2101
43810,61,0,False,10,103,0,0,0,88,0,0,0,0,0,0,0,4,4,5,20,12,15,16,13,55,12,2101
44071,18,18,True,35,38,50,0,0,11,47,0,0,0,0,0,0,4,3,2,14,6,9,22,21,24,2,2101
