player_id,position,g,primary_key,stamina,fst,snk,cutt,crv,sld,chg,splt,frk,circhg,scr,kncrv,knbl,Cfram,Cabil,Carm,OFrange,OFarm,OFerror,IFrange,IFerror,IFarm,turnDP,season_year
28549,7,100,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,62,40,39,42,30,7,4,2101
28751,6,46,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,20,54,65,91,65,67,74,2101
30183,4,52,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,47,70,43,85,60,67,58,2101
30398,7,86,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,66,47,54,56,34,23,39,2101
30435,4,41,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,23,90,49,86,81,96,75,2101
30475,7,56,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,58,76,45,52,37,35,3,2101
30499,6,148,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,36,81,52,94,100,97,100,2101
30565,8,53,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,95,72,66,52,35,43,47,2101
30670,8,71,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,81,79,66,46,24,40,28,2101
30971,8,152,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,85,70,61,54,36,41,5,2101
31194,8,60,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,70,57,50,44,22,27,26,2101
31249,4,31,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,16,14,21,51,50,18,66,2101
31314,9,151,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,66,54,62,23,21,42,16,2101
31512,7,37,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,76,45,51,19,13,28,17,2101
31533,8,47,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,83,66,65,52,37,28,39,2101
31914,8,153,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,80,44,51,33,28,11,3,2101
32111,8,112,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,84,77,62,65,50,24,48,2101
32183,6,137,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,24,91,49,101,82,95,72,2101
32307,5,132,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,31,65,48,58,30,80,31,2101
32364,2,39,C,1,0,0,0,0,0,0,0,0,0,0,0,0,61,78,65,8,54,20,17,24,48,8,2101
32368,2,125,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,66,55,13,29,10,23,20,25,7,2101
32405,5,149,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,59,73,44,72,59,77,69,2101
32486,6,52,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,47,69,44,85,72,73,75,2101
32580,7,77,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,67,54,41,58,38,34,43,2101
32635,5,25,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,60,75,48,59,67,91,31,2101
32880,9,87,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,70,70,43,28,21,29,4,2101
32956,8,91,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,81,52,48,53,36,25,4,2101
32971,4,44,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,61,62,30,74,63,65,63,2101
33066,8,126,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,97,59,88,31,26,33,25,2101
33134,2,53,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,75,67,37,62,24,18,27,61,6,2101
33236,6,152,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,57,72,52,89,73,78,73,2101
33319,7,78,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,72,77,68,38,25,31,3,2101
33338,4,45,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,26,28,46,69,61,43,62,2101
33349,6,81,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,79,83,84,100,101,96,100,2101
33421,4,124,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,34,96,39,70,80,84,57,2101
33539,4,89,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,60,60,57,86,87,79,72,2101
33703,4,145,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,42,11,44,55,67,39,59,2101
33722,9,100,RF,54,32,34,0,22,0,0,0,0,0,0,0,0,2,1,1,63,47,53,28,16,36,9,2101
33756,9,115,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,60,75,47,44,33,40,33,2101
33802,7,154,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,70,54,43,44,25,14,31,2101
33877,9,68,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,46,86,55,52,38,88,36,2101
34014,6,119,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,39,50,57,80,76,67,62,2101
34151,2,57,C,1,0,0,0,0,0,0,0,0,0,0,0,0,60,81,44,10,24,34,20,10,24,11,2101
34211,6,137,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,10,54,45,101,75,66,75,2101
34444,2,45,C,1,0,0,0,0,0,0,0,0,0,0,0,0,83,89,65,10,37,37,23,20,37,13,2101
34466,6,144,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,62,70,23,91,47,105,76,2101
34623,4,84,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11,24,44,77,83,58,78,2101
34641,8,101,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,75,42,46,39,19,9,25,2101
34682,5,148,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,49,76,41,74,70,88,62,2101
34690,7,130,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,70,65,64,18,17,45,9,2101
34708,2,36,C,1,0,0,0,0,0,0,0,0,0,0,0,0,62,73,85,8,69,9,13,21,60,4,2101
34752,9,150,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,70,48,57,7,10,19,1,2101
34819,7,95,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,72,57,43,9,6,17,6,2101
34881,9,151,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,74,64,87,24,21,34,7,2101
34928,8,99,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,90,90,64,69,49,74,64,2101
35315,2,131,C,1,0,0,0,0,0,0,0,0,0,0,0,0,80,80,48,10,28,27,12,30,29,6,2101
35727,4,150,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,56,53,46,74,64,72,65,2101
35828,8,114,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,81,54,87,27,20,34,15,2101
35852,6,108,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,46,50,60,80,65,61,58,2101
35904,4,152,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,43,58,41,79,69,76,74,2101
36207,2,116,C,1,0,0,0,0,0,0,0,0,0,0,0,0,56,62,52,11,38,7,14,26,39,5,2101
36431,2,80,C,1,0,0,0,0,0,0,0,0,0,0,0,0,74,78,74,8,57,15,17,30,56,9,2101
36525,9,102,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,69,101,81,23,23,68,3,2101
36566,9,36,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,67,64,94,17,14,32,3,2101
36579,9,114,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,64,64,37,12,10,25,3,2101
36796,5,57,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,22,35,42,82,65,50,52,2101
36824,4,141,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,23,87,44,51,49,88,31,2101
36879,8,155,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,89,56,101,41,22,27,36,2101
37068,5,104,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,44,74,47,68,78,81,59,2101
37135,7,120,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,71,67,81,31,20,27,24,2101
37140,2,124,C,1,0,0,0,0,0,0,0,0,0,0,0,0,73,86,50,21,32,13,12,26,23,5,2101
37147,7,53,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,76,65,41,36,18,37,23,2101
37342,6,79,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,24,89,57,77,74,94,72,2101
37749,4,70,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,49,46,38,78,100,40,45,2101
37811,9,45,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,86,73,68,45,43,14,48,2101
37883,9,34,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,62,38,34,10,19,17,14,2101
38167,4,130,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,27,72,16,79,60,49,60,2101
38170,9,92,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,65,87,54,30,21,53,26,2101
38538,2,130,C,1,0,0,0,0,0,0,0,0,0,0,0,0,64,70,70,9,34,27,29,29,31,10,2101
38542,5,61,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,34,77,50,65,56,78,49,2101
38610,7,148,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,61,63,61,6,6,21,2,2101
38828,2,47,C,1,0,0,0,0,0,0,0,0,0,0,0,0,74,85,82,8,57,7,17,17,62,8,2101
38979,2,98,C,59,77,0,72,43,0,27,0,0,0,0,0,0,63,64,58,14,44,36,20,16,45,9,2101
39058,7,70,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,68,57,63,21,18,43,9,2101
39100,6,139,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,38,65,45,87,80,79,71,2101
39162,5,63,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,35,83,29,63,77,73,58,2101
39343,8,83,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,70,69,53,37,22,35,25,2101
39405,9,44,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,69,54,56,43,31,8,31,2101
39539,9,128,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,74,57,47,44,25,41,3,2101
39587,6,145,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,67,67,98,94,72,100,2101
39596,6,146,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,29,89,44,87,72,81,83,2101
39691,5,152,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,44,75,8,66,41,95,30,2101
39940,5,98,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,22,76,54,93,86,83,88,2101
39957,2,117,C,1,0,0,0,0,0,0,0,0,0,0,0,0,80,87,42,7,24,8,29,24,19,7,2101
39974,6,120,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,49,42,93,62,63,86,2101
39979,5,95,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,48,48,41,77,67,71,55,2101
40120,2,93,C,1,0,0,0,0,0,0,0,0,0,0,0,0,87,91,47,9,25,17,8,17,18,8,2101
40138,2,47,C,1,0,0,0,0,0,0,0,0,0,0,0,0,88,85,69,56,45,4,11,25,40,7,2101
40180,6,152,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,66,67,72,86,91,90,84,2101
40306,4,43,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,20,37,48,75,77,50,70,2101
40311,6,87,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,61,63,41,68,75,74,75,2101
40411,6,117,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,10,93,61,78,100,98,87,2101
40419,6,153,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,12,73,52,89,64,85,74,2101
40465,4,67,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,69,76,70,72,79,78,72,2101
40646,4,152,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,19,48,43,73,54,54,58,2101
40686,7,36,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,48,50,28,66,42,56,50,2101
40771,7,82,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,67,63,48,45,23,30,5,2101
40812,7,70,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,47,65,71,13,7,37,4,2101
40871,5,150,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,26,71,46,54,75,83,27,2101
40908,7,139,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66,68,66,36,18,42,19,2101
41225,9,127,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,72,39,51,62,37,13,50,2101
41607,4,47,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,9,59,46,88,43,68,54,2101
42199,7,31,LF,57,78,35,0,49,0,0,0,0,0,0,0,0,4,3,4,59,52,54,12,19,37,8,2101
42226,8,152,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,87,68,50,35,20,23,4,2101
42267,2,118,C,1,0,0,0,0,0,0,0,0,0,0,0,0,70,77,80,6,58,7,12,26,54,6,2101
42281,6,118,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,39,69,31,76,74,75,71,2101
42377,6,43,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,34,93,58,81,100,76,98,2101
42507,2,41,C,1,0,0,0,0,0,0,0,0,0,0,0,0,59,75,35,30,10,23,26,14,16,10,2101
42565,6,102,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,59,67,65,81,86,85,86,2101
42688,5,100,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,22,66,57,73,59,65,35,2101
42743,2,42,C,1,0,0,0,0,0,0,0,0,0,0,0,0,71,74,70,19,54,8,30,25,52,24,2101
42752,7,107,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,65,59,43,32,20,36,22,2101
42767,2,32,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,80,72,7,58,24,15,18,63,7,2101
42818,6,42,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,18,82,36,86,72,86,66,2101
42856,7,97,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,64,49,60,44,34,10,40,2101
42881,2,126,C,1,0,0,0,0,0,0,0,0,0,0,0,0,70,73,66,6,52,20,13,22,54,6,2101
43217,7,117,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,80,92,76,36,27,27,4,2101
43263,4,128,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,28,42,50,64,87,74,65,2101
43279,8,53,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,77,70,101,52,40,42,48,2101
43332,2,112,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,68,56,4,44,44,9,32,40,11,2101
43385,8,127,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,79,83,69,29,25,42,3,2101
43502,8,115,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,81,55,61,48,39,13,37,2101
43802,6,149,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,6,85,64,73,96,84,82,2101
44046,6,51,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,65,69,65,71,86,75,67,2101
44144,2,120,C,1,0,0,0,0,0,0,0,0,0,0,0,0,97,98,59,16,33,55,7,23,37,6,2101
44157,9,104,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,60,62,72,16,15,35,3,2101
44237,6,97,SS,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,61,51,77,47,70,66,2101
44319,2,122,C,1,0,0,0,0,0,0,0,0,0,0,0,0,58,60,84,6,65,6,56,22,62,7,2101
44412,2,48,C,1,0,0,0,0,0,0,0,0,0,0,0,0,71,73,65,12,49,29,14,22,42,6,2101
44414,7,132,LF,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,52,51,63,39,27,22,4,2101
44459,9,155,RF,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,4,60,85,57,23,24,39,5,2101
44473,8,83,CF,1,6,0,0,0,0,0,0,0,0,0,0,0,5,4,6,80,87,72,34,13,49,22,2101
44539,9,100,RF,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,5,77,54,67,40,27,33,19,2101
44889,6,83,SS,1,11,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,50,63,98,64,63,65,2101
45113,9,82,RF,63,89,87,101,0,0,51,0,0,0,0,0,0,2,1,4,57,53,50,22,29,52,4,2101
45676,2,38,C,1,9,0,0,0,0,0,0,0,0,0,0,0,82,83,46,10,25,9,2,5,18,6,2101
45901,8,47,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,78,38,71,19,33,25,4,2101
45957,5,88,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,30,57,34,64,48,75,42,2101
46430,6,29,SS,1,7,0,0,0,0,0,0,0,0,0,0,0,2,1,4,68,77,64,66,84,89,72,2101
46484,6,24,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,45,75,54,74,55,72,58,2101
46495,2,21,C,1,9,0,0,0,0,0,0,0,0,0,0,0,78,79,32,6,14,35,9,28,6,6,2101
46814,5,20,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,15,72,43,53,48,85,28,2101
47056,2,84,C,1,0,0,0,0,0,0,0,0,0,0,0,0,76,91,85,8,51,32,21,12,54,42,2101
47558,9,138,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,58,73,69,15,27,26,4,2101
47609,4,152,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,31,10,37,75,79,47,76,2101
47759,6,67,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,19,64,66,78,77,77,75,2101
47791,7,81,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,72,39,78,39,36,9,42,2101
47819,4,112,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,10,16,55,70,79,51,86,2101
47844,8,77,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,72,63,47,30,18,19,4,2101
48270,5,34,3B,1,11,0,0,0,0,0,0,0,0,0,0,0,2,1,2,71,60,47,57,45,64,48,2101
48281,9,42,RF,1,11,0,0,0,0,0,0,0,0,0,0,0,2,1,4,62,92,61,9,17,62,14,2101
48681,4,151,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,39,57,53,80,81,81,74,2101
48846,6,42,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,63,64,53,87,82,83,84,2101
48965,5,147,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,19,81,62,65,67,77,68,2101
49060,9,30,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,73,50,51,60,51,30,4,2101
49397,4,140,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,12,30,26,60,54,47,63,2101
49432,7,123,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,73,57,69,18,19,34,4,2101
50274,5,143,3B,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,5,23,64,55,58,63,61,43,2101
50506,5,72,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,30,68,46,72,64,75,75,2101
50569,5,21,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,45,63,50,75,66,66,61,2101
50867,2,127,C,1,0,0,0,0,0,0,0,0,0,0,0,0,94,96,93,8,71,3,18,20,73,8,2101
63651,8,146,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,82,79,73,42,31,26,33,2101
63791,2,106,C,1,0,0,0,0,0,0,0,0,0,0,0,0,80,84,81,7,51,7,10,7,50,1,2101
70721,7,130,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,70,62,44,41,28,37,4,2101
70722,5,44,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,44,71,39,75,56,78,61,2101
70733,4,45,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,42,3,50,62,37,22,67,2101
70789,2,46,C,1,0,0,0,0,0,0,0,0,0,0,0,0,38,71,27,19,22,7,10,34,34,2,2101
70906,9,62,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,73,46,45,53,34,12,35,2101
70964,2,53,C,1,0,0,0,0,0,0,0,0,0,0,0,0,81,82,53,34,36,29,25,31,37,2,2101
71006,4,72,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,47,58,43,81,60,64,60,2101
71007,8,117,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,64,51,48,39,21,21,3,2101
71073,5,120,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,36,63,33,70,62,66,58,2101
71177,6,21,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,59,64,49,64,72,73,71,2101
71385,4,67,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,49,73,45,70,56,72,56,2101
71390,4,52,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,32,63,38,71,62,71,66,2101
71396,5,22,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,37,70,39,70,51,71,59,2101
